time,current
0.000000e+00, 0.000000e+00
6.000000e-01, 0.000000e+00
1.200000e+00, 0.000000e+00
1.800000e+00, 1.500000e+01
2.400000e+00, 1.500000e+01
3.000000e+00, 1.500000e+01
3.600000e+00, 1.500000e+01
4.200000e+00, 1.500000e+01
4.800000e+00, 1.500000e+01
5.400000e+00, 1.500000e+01
6.000000e+00, 1.500000e+01
6.600000e+00, 1.500000e+01
7.200000e+00, 1.500000e+01
7.800000e+00, 1.500000e+01
8.400000e+00, 1.500000e+01
9.000000e+00, 1.500000e+01
9.600000e+00, 1.500000e+01
1.020000e+01, 1.500000e+01
1.080000e+01, 1.500000e+01
1.140000e+01, 1.500000e+01
1.200000e+01, 1.500000e+01
1.260000e+01, 1.500000e+01
1.320000e+01, 1.500000e+01
1.380000e+01, 1.500000e+01
1.440000e+01, 1.500000e+01
1.500000e+01, 1.500000e+01
1.560000e+01, 1.500000e+01
1.620000e+01, 1.500000e+01
1.680000e+01, 1.500000e+01
1.740000e+01, 1.500000e+01
1.800000e+01, 1.500000e+01
1.860000e+01, 1.500000e+01
1.920000e+01, 1.500000e+01
1.980000e+01, 1.500000e+01
2.040000e+01, 1.500000e+01
2.100000e+01, 1.500000e+01
2.160000e+01, 1.500000e+01
2.220000e+01, 1.500000e+01
2.280000e+01, 1.500000e+01
2.340000e+01, 1.500000e+01
2.400000e+01, 1.500000e+01
2.460000e+01, 1.500000e+01
2.520000e+01, 1.500000e+01
2.580000e+01, 1.500000e+01
2.640000e+01, 1.500000e+01
2.700000e+01, 1.500000e+01
2.760000e+01, 1.500000e+01
2.820000e+01, 1.500000e+01
2.880000e+01, 1.500000e+01
2.940000e+01, 1.500000e+01
3.000000e+01, 1.500000e+01
3.060000e+01, 1.500000e+01
3.120000e+01, 1.500000e+01
3.180000e+01, 1.500000e+01
3.240000e+01, 1.500000e+01
3.300000e+01, 1.500000e+01
3.360000e+01, 1.500000e+01
3.420000e+01, 1.500000e+01
3.480000e+01, 1.500000e+01
3.540000e+01, 1.500000e+01
3.600000e+01, 1.500000e+01
3.660000e+01, 1.500000e+01
3.720000e+01, 1.500000e+01
3.780000e+01, 1.500000e+01
3.840000e+01, 1.500000e+01
3.900000e+01, 1.500000e+01
3.960000e+01, 1.500000e+01
4.020000e+01, 1.500000e+01
4.080000e+01, 1.500000e+01
4.140000e+01, 1.500000e+01
4.200000e+01, 1.500000e+01
4.260000e+01, 1.500000e+01
4.320000e+01, 1.500000e+01
4.380000e+01, 1.500000e+01
4.440000e+01, 1.500000e+01
4.500000e+01, 1.500000e+01
4.560000e+01, 1.500000e+01
4.620000e+01, 1.500000e+01
4.680000e+01, 1.500000e+01
4.740000e+01, 1.500000e+01
4.800000e+01, 1.500000e+01
4.860000e+01, 1.500000e+01
4.920000e+01, 1.500000e+01
4.980000e+01, 1.500000e+01
5.040000e+01, 1.500000e+01
5.100000e+01, 1.500000e+01
5.160000e+01, 1.500000e+01
5.220000e+01, 1.500000e+01
5.280000e+01, 1.500000e+01
5.340000e+01, 1.500000e+01
5.400000e+01, 1.500000e+01
5.460000e+01, 1.500000e+01
5.520000e+01, 1.500000e+01
5.580000e+01, 1.500000e+01
5.640000e+01, 1.500000e+01
5.700000e+01, 1.500000e+01
5.760000e+01, 1.500000e+01
5.820000e+01, 1.500000e+01
5.880000e+01, 1.500000e+01
5.940000e+01, 1.500000e+01
6.000000e+01, 1.500000e+01
6.060000e+01, 1.500000e+01
6.120000e+01, 1.500000e+01
6.180000e+01, 1.500000e+01
6.240000e+01, 1.500000e+01
6.300000e+01, 1.500000e+01
6.360000e+01, 1.500000e+01
6.420000e+01, 1.500000e+01
6.480000e+01, 1.500000e+01
6.540000e+01, 1.500000e+01
6.600000e+01, 1.500000e+01
6.660000e+01, 1.500000e+01
6.720000e+01, 1.500000e+01
6.780000e+01, 1.500000e+01
6.840000e+01, 1.500000e+01
6.900000e+01, 1.500000e+01
6.960000e+01, 1.500000e+01
7.020000e+01, 1.500000e+01
7.080000e+01, 1.500000e+01
7.140000e+01, 1.500000e+01
7.200000e+01, 1.500000e+01
7.260000e+01, 1.500000e+01
7.320000e+01, 1.500000e+01
7.380000e+01, 1.500000e+01
7.440000e+01, 1.500000e+01
7.500000e+01, 1.500000e+01
7.560000e+01, 1.500000e+01
7.620000e+01, 1.500000e+01
7.680000e+01, 1.500000e+01
7.740000e+01, 1.500000e+01
7.800000e+01, 1.500000e+01
7.860000e+01, 1.500000e+01
7.920000e+01, 1.500000e+01
7.980000e+01, 1.500000e+01
8.040000e+01, 1.500000e+01
8.100000e+01, 1.500000e+01
8.160000e+01, 1.500000e+01
8.220000e+01, 1.500000e+01
8.280000e+01, 1.500000e+01
8.340000e+01, 1.500000e+01
8.400000e+01, 1.500000e+01
8.460000e+01, 1.500000e+01
8.520000e+01, 1.500000e+01
8.580000e+01, 1.500000e+01
8.640000e+01, 1.500000e+01
8.700000e+01, 1.500000e+01
8.760000e+01, 1.500000e+01
8.820000e+01, 1.500000e+01
8.880000e+01, 1.500000e+01
8.940000e+01, 1.500000e+01
9.000000e+01, 1.500000e+01
9.060000e+01, 1.500000e+01
9.120000e+01, 1.500000e+01
9.180000e+01, 1.500000e+01
9.240000e+01, 1.500000e+01
9.300000e+01, 1.500000e+01
9.360000e+01, 1.500000e+01
9.420000e+01, 1.500000e+01
9.480000e+01, 1.500000e+01
9.540000e+01, 1.500000e+01
9.600000e+01, 1.500000e+01
9.660000e+01, 1.500000e+01
9.720000e+01, 1.500000e+01
9.780000e+01, 1.500000e+01
9.840000e+01, 1.500000e+01
9.900000e+01, 1.500000e+01
9.960000e+01, 1.500000e+01
1.002000e+02, 1.500000e+01
1.008000e+02, 1.500000e+01
1.014000e+02, 1.500000e+01
1.020000e+02, 1.500000e+01
1.026000e+02, 1.500000e+01
1.032000e+02, 1.500000e+01
1.038000e+02, 1.500000e+01
1.044000e+02, 1.500000e+01
1.050000e+02, 1.500000e+01
1.056000e+02, 1.500000e+01
1.062000e+02, 1.500000e+01
1.068000e+02, 1.500000e+01
1.074000e+02, 1.500000e+01
1.080000e+02, 1.500000e+01
1.086000e+02, 1.500000e+01
1.092000e+02, 1.500000e+01
1.098000e+02, 1.500000e+01
1.104000e+02, 1.500000e+01
1.110000e+02, 1.500000e+01
1.116000e+02, 1.500000e+01
1.122000e+02, 1.500000e+01
1.128000e+02, 1.500000e+01
1.134000e+02, 1.500000e+01
1.140000e+02, 1.500000e+01
1.146000e+02, 1.500000e+01
1.152000e+02, 1.500000e+01
1.158000e+02, 1.500000e+01
1.164000e+02, 1.500000e+01
1.170000e+02, 1.500000e+01
1.176000e+02, 1.500000e+01
1.182000e+02, 1.500000e+01
1.188000e+02, 1.500000e+01
1.194000e+02, 1.500000e+01
1.200000e+02, 1.500000e+01
1.206000e+02, 1.500000e+01
1.212000e+02, 1.500000e+01
1.218000e+02, 1.500000e+01
1.224000e+02, 1.500000e+01
1.230000e+02, 1.500000e+01
1.236000e+02, 1.500000e+01
1.242000e+02, 1.500000e+01
1.248000e+02, 1.500000e+01
1.254000e+02, 1.500000e+01
1.260000e+02, 1.500000e+01
1.266000e+02, 1.500000e+01
1.272000e+02, 1.500000e+01
1.278000e+02, 1.500000e+01
1.284000e+02, 1.500000e+01
1.290000e+02, 1.500000e+01
1.296000e+02, 1.500000e+01
1.302000e+02, 1.500000e+01
1.308000e+02, 1.500000e+01
1.314000e+02, 1.500000e+01
1.320000e+02, 1.500000e+01
1.326000e+02, 1.500000e+01
1.332000e+02, 1.500000e+01
1.338000e+02, 1.500000e+01
1.344000e+02, 1.500000e+01
1.350000e+02, 1.500000e+01
1.356000e+02, 1.500000e+01
1.362000e+02, 1.500000e+01
1.368000e+02, 1.500000e+01
1.374000e+02, 1.500000e+01
1.380000e+02, 1.500000e+01
1.386000e+02, 1.500000e+01
1.392000e+02, 1.500000e+01
1.398000e+02, 1.500000e+01
1.404000e+02, 1.500000e+01
1.410000e+02, 1.500000e+01
1.416000e+02, 1.500000e+01
1.422000e+02, 1.500000e+01
1.428000e+02, 1.500000e+01
1.434000e+02, 1.500000e+01
1.440000e+02, 1.500000e+01
1.446000e+02, 1.500000e+01
1.452000e+02, 1.500000e+01
1.458000e+02, 1.500000e+01
1.464000e+02, 1.500000e+01
1.470000e+02, 1.500000e+01
1.476000e+02, 1.500000e+01
1.482000e+02, 1.500000e+01
1.488000e+02, 1.500000e+01
1.494000e+02, 1.500000e+01
1.500000e+02, 1.500000e+01
1.506000e+02, 1.500000e+01
1.512000e+02, 1.500000e+01
1.518000e+02, 1.500000e+01
1.524000e+02, 1.500000e+01
1.530000e+02, 1.500000e+01
1.536000e+02, 1.500000e+01
1.542000e+02, 1.500000e+01
1.548000e+02, 1.500000e+01
1.554000e+02, 1.500000e+01
1.560000e+02, 1.500000e+01
1.566000e+02, 1.500000e+01
1.572000e+02, 1.500000e+01
1.578000e+02, 1.500000e+01
1.584000e+02, 1.500000e+01
1.590000e+02, 1.500000e+01
1.596000e+02, 1.500000e+01
1.602000e+02, 1.500000e+01
1.608000e+02, 1.500000e+01
1.614000e+02, 1.500000e+01
1.620000e+02, 1.500000e+01
1.626000e+02, 1.500000e+01
1.632000e+02, 1.500000e+01
1.638000e+02, 1.500000e+01
1.644000e+02, 1.500000e+01
1.650000e+02, 1.500000e+01
1.656000e+02, 1.500000e+01
1.662000e+02, 1.500000e+01
1.668000e+02, 1.500000e+01
1.674000e+02, 1.500000e+01
1.680000e+02, 1.500000e+01
1.686000e+02, 1.500000e+01
1.692000e+02, 1.500000e+01
1.698000e+02, 1.500000e+01
1.704000e+02, 1.500000e+01
1.710000e+02, 1.500000e+01
1.716000e+02, 1.500000e+01
1.722000e+02, 1.500000e+01
1.728000e+02, 1.500000e+01
1.734000e+02, 1.500000e+01
1.740000e+02, 1.500000e+01
1.746000e+02, 1.500000e+01
1.752000e+02, 1.500000e+01
1.758000e+02, 1.500000e+01
1.764000e+02, 1.500000e+01
1.770000e+02, 1.500000e+01
1.776000e+02, 1.500000e+01
1.782000e+02, 1.500000e+01
1.788000e+02, 1.500000e+01
1.794000e+02, 1.500000e+01
1.800000e+02, 1.500000e+01
1.806000e+02, 1.500000e+01
1.812000e+02, 1.500000e+01
1.818000e+02, 1.500000e+01
1.824000e+02, 1.500000e+01
1.830000e+02, 1.500000e+01
1.836000e+02, 1.500000e+01
1.842000e+02, 1.500000e+01
1.848000e+02, 1.500000e+01
1.854000e+02, 1.500000e+01
1.860000e+02, 1.500000e+01
1.866000e+02, 1.500000e+01
1.872000e+02, 1.500000e+01
1.878000e+02, 1.500000e+01
1.884000e+02, 1.500000e+01
1.890000e+02, 1.500000e+01
1.896000e+02, 1.500000e+01
1.902000e+02, 1.500000e+01
1.908000e+02, 1.500000e+01
1.914000e+02, 1.500000e+01
1.920000e+02, 1.500000e+01
1.926000e+02, 1.500000e+01
1.932000e+02, 1.500000e+01
1.938000e+02, 1.500000e+01
1.944000e+02, 1.500000e+01
1.950000e+02, 1.500000e+01
1.956000e+02, 1.500000e+01
1.962000e+02, 1.500000e+01
1.968000e+02, 1.500000e+01
1.974000e+02, 1.500000e+01
1.980000e+02, 1.500000e+01
1.986000e+02, 1.500000e+01
1.992000e+02, 1.500000e+01
1.998000e+02, 1.500000e+01
2.004000e+02, 1.500000e+01
2.010000e+02, 1.500000e+01
2.016000e+02, 1.500000e+01
2.022000e+02, 1.500000e+01
2.028000e+02, 1.500000e+01
2.034000e+02, 1.500000e+01
2.040000e+02, 1.500000e+01
2.046000e+02, 1.500000e+01
2.052000e+02, 1.500000e+01
2.058000e+02, 1.500000e+01
2.064000e+02, 1.500000e+01
2.070000e+02, 1.500000e+01
2.076000e+02, 1.500000e+01
